Time[s],Mobile_base_x,Mobile_base_y,End_effector_x,End_effector_y
0.0,0.0,0.0,1.0569417205649134,-0.024327946594204133
0.016666666666666666,0.007424916404833924,-9.592531213026834e-05,1.0639027113787056,0.0006872830039077126
0.03333333333333333,0.013964635232814385,-0.0002006194052058666,1.0707650012814702,0.025289104682543813
0.05,0.02108695688751077,-0.00017621505715957668,1.0775296719386107,0.04948453897926323
0.06666666666666667,0.02874775079880909,-4.484355549793159e-06,1.0841977911780798,0.07328048477392675
0.08333333333333333,0.03690424524998749,0.00032978673322747547,1.0907704144652814,0.09668372028208741
0.1,0.04551514237388925,0.0008390445323847293,1.0972485862719616,0.11970090423161633
0.11666666666666667,0.054540707111247866,0.001533206010908437,1.1036333413324504,0.14233857720170096
0.13333333333333333,0.06394283282218342,0.0024198878445972276,1.1099257057835155,0.16460316310338352
0.15,0.0736850861328366,0.0035046250633502672,1.1161266981866134,0.18650097078133265
0.16666666666666666,0.08373273346633393,0.004791078484371372,1.1222373304334408,0.20803819571742735
0.18333333333333332,0.09405275155804003,0.006281230405923202,1.1282586085374537,0.22922092181788237
0.2,0.10461382409544766,0.007975568270983013,1.1341915333154236,0.25005512326696466
0.21666666666666667,0.11538632645812782,0.009873256207956328,1.1400371009642056,0.27054666643176994
0.23333333333333334,0.12634230036700814,0.011972294519947007,1.145796303538706,0.2907013118039923
0.25,0.13745542008812928,0.0142696673284285,1.151470129337613,0.3105247159660841
0.26666666666666666,0.14870095167648498,0.01676147868487899,1.157059563203814,0.33002243357062405
0.2833333333333333,0.1600557065924904,0.019443077548258587,1.1625655867466052,0.349199919323082
0.3,0.1714979908784284,0.02230917209015634,1.1679891784928347,0.3680625299594512
0.31666666666666665,0.1830075509458324,0.025353933835824818,1.1733313139740373,0.38661552621142065
0.3333333333333333,0.1945655168977486,0.028571092180730995,1.178592965756422,0.40486407475285807
0.35,0.2061543441924537,0.0319540198410143,1.1837751034203337,0.4228132501223817
0.36666666666666664,0.21775775434752484,0.03549580980445091,1.188878693495476,0.44046803661769884
0.3833333333333333,0.2293606752850126,0.039189344348037246,1.1939046993578475,0.45783333015820876
0.4,0.24094918182956943,0.043027356680771,1.1988540810939388,0.4749139401130761
0.4166666666666667,0.2525104367913295,0.04700248575704579,1.2037277953373633,0.4917145910926259
0.43333333333333335,0.26403263299366014,0.05110732478854218,1.2085267950826806,0.508239924701457
0.45,0.2755049365420788,0.05533446396164839,1.2132520294807732,0.5244945012521556
0.4666666666666667,0.28691743157411453,0.05967652784419249,1.2179044436197437,0.540482801438907
0.48333333333333334,0.2982610666801258,0.0641262079403847,1.2224849782949285,0.5562092279706504
0.5,0.3095276031415061,0.06867629082698264,1.226994569771244,0.5716781071637299
0.5166666666666666,0.3207095650947786,0.07331968227735276,1.2314341495407541,0.5868936904942343
0.5333333333333333,0.33180019169726227,0.07804942775371786,1.2358046440780086,0.6018601561104431
0.55,0.342793391341796,0.08285872962182624,1.2401069745954034,0.6165816103059465
0.5666666666666667,0.353683697943946,0.08774096141680249,1.2443420568005323,0.6310620889541598
0.5833333333333334,0.3644662293047658,0.09268967946427861,1.248510800657235,0.6453055589050568
0.6,0.37513664753510545,0.09769863213720194,1.2526141101518067,0.6593159193450262
0.6166666666666667,0.38569112151330615,0.10276176700609324,1.2566528830656212,0.6730970031208223
0.6333333333333333,0.3961262913365119,0.10787323611906158,1.2606280107552066,0.6866525780286244
0.65,0.40643923471647814,0.11302739962762245,1.26454037794065,0.6999863480692481
0.6666666666666666,0.41662743526335433,0.11821882795532246,1.2683908625030267,0.7131019546705647
0.6833333333333333,0.42668875259522004,0.12344230268836365,1.272180335291415,0.7260029778781921
0.7,0.4366213942069205,0.1286928163508107,1.2759096599399264,0.7386929375155183
0.7166666666666667,0.4464238890287735,0.13396557121154518,1.2795796926950562,0.7511752943141033
0.7333333333333333,0.4560950626038192,0.13925597725584488,1.2831912822535698,0.7634534510154852
0.75,0.46563401381129116,0.14455964944128033,1.2867452696110357,0.7755307534454053
0.7666666666666666,0.47504009306376555,0.149872404345486,1.2902424879210526,0.7874104915614284
0.7833333333333333,0.4843128819058503,0.15519025630220928,1.2936837623651345,0.7990959004749101
0.8,0.4934521739432171,0.1605094131118336,1.2970699100331713,0.8105901614482386
0.8166666666666667,0.502457957032141,0.16582627140323614,1.3004017398143177,0.821896402868232
0.8333333333333334,0.5113303966614169,0.17113741171533006,1.3036800522981347,0.8330177011965569
0.85,0.5200698204605043,0.17643959335889656,1.3069056396857641,0.8439570818979863
0.8666666666666667,0.5286767037699316,0.18172974911227838,1.310079285710879,0.8547175203472845
0.8833333333333333,0.5371516562123213,0.18700497979813,1.3132017655701491,0.8653019427154814
0.9,0.5454954092048521,0.1922625487826573,1.316273845862914,0.875713226836256
0.9166666666666666,0.5537088043564672,0.1974998764335722,1.3192962845397662,0.8859542030531191
0.9333333333333333,0.5617927826956909,0.2027145345682957,1.3222698308597134,0.8960276550480628
0.95,0.5697483746774596,0.20790424091973247,1.3251952253556003,0.9059363206522976
0.9666666666666667,0.5775766909199106,0.2130668536431423,1.3280731998074478,0.9156828926396846
0.9833333333333333,0.5852789136245629,0.21820036588425643,1.330904477223375,0.9252700195034345
1.0,0.5928562886357812,0.22330290042574566,1.3336897718277685,0.9347003062166181
1.0166666666666666,0.6003101180977943,0.22837270442644877,1.3364297890563603,0.9439763149770088
1.0333333333333332,0.6076417536698564,0.23340814426535944,1.3391252255578796,0.9531005659367552
1.05,0.6148525902623778,0.23840770050023624,1.3417767692019527,0.9620755379173487
1.0666666666666667,0.6219440602590031,0.2433699629488033,1.3443850990929263,0.9709036691103476
1.0833333333333333,0.6289176281916827,0.2482936258988405,1.3469508855892982,0.9795873577642735
1.1,0.6357747858377621,0.2531774834519833,1.349474790328445,0.9881289628580969
1.1166666666666667,0.6425170477099967,0.2580204250047612,1.3519574662563454,0.9965308047616999
1.1333333333333333,0.649145946912204,0.26282143086927184,1.3543995576620114,1.0047951658836827
1.15,0.6556630313349684,0.2675795680348896,1.3568017002163346,1.012924291306876
1.1666666666666667,0.6620698601674332,0.2722939860715631,1.3591645210150833,1.020920389411888
1.1833333333333333,0.6683680007027537,0.27696391317449864,1.3614886386257803,1.0287856324890172
